DocID,published_at,source_name,author,title,description,url,url_to_image,content,category,full_content,language
1000496,2023-10-02 12:00:00.000000,Newliturgicalmovement.org,Peter Kwasniewski,St Jerome as Collaborator with Pope St Damasus in the Ordering of the Roman Rite,"Benvenuto Tisi da Garofalo, Meditation of St. Jerome (c. 1520) (source)We continue with our series of excerpts from Fr José de Sigüenza’s 1595 Life of St. Jerome, translated by Mariana Monteiro and published in London in 1907. The final three installments are…",https://www.newliturgicalmovement.org/2023/10/st-jerome-as-collaborator-with-pope-st.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjVQlQbweQ8X3rdi88X3arkOyTS4pCgRBTdhA2nWsoz3QRjgua8Zw8FuR6BCMVc3b7UyOE2HthIJqxM97pbvws4krQ2d9JefzcIqc8p1pu8N6lQIXzbmE-Mz14x6TidpNGvk3X1DoXNvWlpwBNovemBlGntkVMFn32QGbtf8KdE4e28R4VikTHW/w1200-h630-p-k-no-nu/Benvenuto_Tisi_da_Garofalo_-_Meditation_of_St._Jerome_-_1520-25.jpg,"THERE is a doubt when and where St. Jerome performed these pious labours, of which we are about to treat. I state this in regard to ordering the Alleluia to be sung in the Church, and the rest which … [+8548 chars]",Meditation,,en
1000497,2023-10-02 12:00:00.000000,Planetizen.com,Diana Ionescu,NHTSA: Traffic Fatalities Decline for Fifth Straight Quarter,"NHTSA: Traffic Fatalities Decline for Fifth Straight Quarter
Diana Ionescu
Mon, 10/02/2023 - 05:00

 
 Primary Image

 

 


 According to an article from The Associated Press, traffic deaths fell by 3.3 percent in the first half of 2023 compared to the sam…",https://www.planetizen.com/news/2023/10/125769-nhtsa-traffic-fatalities-decline-fifth-straight-quarter,https://www.planetizen.com/files/images/AdobeStock_345357256.jpeg,"According to an article from The Associated Press, traffic deaths fell by 3.3 percent in the first half of 2023 compared to the same period last year, per numbers from the National Highway Traffic Sa… [+508 chars]",Puerto Rico,,en
1000498,2023-10-02 12:00:00.000000,Lifehacker.com,Meredith Dietz,How to Stop Being a Financial Procrastinator,"Do you chronically put off mundane financial tasks like tracking expenses, paying bills, and filing taxes? Does even checking your bank account balance fill you with dread? If so, you may be a financial procrastinator.Read more...",https://lifehacker.com/are-you-a-financial-procrastinator-1850887300,"https://i.kinja-img.com/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/a00ba1e07569f8b0faf19c5e51d26333.jpg","Do you chronically put off mundane financial tasks like tracking expenses, paying bills, and filing taxes? Does even checking your bank account balance fill you with dread? If so, you may be a financ… [+4153 chars]",Finance,,en
1000500,2023-10-02 12:00:00.000000,Wired,Megan Gray,How Google Alters Search Queries to Get at Your Wallet,Testimony during Google’s antitrust case revealed that the company may be altering billions of queries a day to generate search results that will get you to buy more stuff.,https://www.wired.com/story/google-antitrust-lawsuit-search-results/,"https://media.wired.com/photos/65174858f302a7f0adc6db00/191:100/w_1280,c_limit/ideas_google_search_antitrust.jpg","Recently, a startling piece of information came to light in the ongoing antitrust case against Google. During one employees testimony, a key exhibit momentarily flashed on a projector. In the mostly … [+3336 chars]",world,"Editor’s Note 10/6/2023:After careful review of the op-ed, ""How Google Alters Search Queries to Get at Your Wallet,"" and relevant material provided to us following its publication, WIRED editorial leadership has determined that the story does not meet our editorial standards. It has been removed.",en
1000502,2023-10-02 12:00:00.000000,Cheezburger.com,"BenWeiss, BenWeiss","'Bad work pays the same as excellent': Employee confirms with boss that promotions are no longer based on merit, starts doing the bare minimum","There's a moment in everyone's working lives when you suddenly become disillusioned and everything else becomes crystal clear. It's like the reverse of the moment in The Wizard of Oz when the world goes from being black-and-white to full technicolor. Instead,…",https://cheezburger.com/22435589/bad-work-pays-the-same-as-excellent-employee-confirms-with-boss-that-promotions-are-no-longer-based,https://i.chzbgr.com/original/22435589/hA6D3FB2D/with-boss-that-promotions-at-his-company-are-no-longer-based-on-merit-starts-doing-the-bare-minimum,There's a moment in everyone's working lives when you suddenly become disillusioned and everything else becomes crystal clear. It's like the reverse of the moment in The Wizard of Oz when the world g… [+987 chars],Politics,,en
1000503,2023-10-02 12:00:02.000000,The Points Guy,Terry Ward,12 hotels where you can stay for half price (or break even) with your Amex Platinum credit,"The Platinum Card® from American Express offers a slew of incredible benefits for travelers, ranging from statement credits to status upgrades to lounge benefits, resulting in one of the best collections of membership perks of any card out there for its undou…",https://thepointsguy.com/guide/american-express-fhr-hotels-200-credit/,https://thepointsguy.global.ssl.fastly.net/us/originals/2023/09/KIMPTON-EPIC-HOTEL_Miami_Facebook.jpeg,"The Platinum Card® from American Express offers a slew of incredible benefits for travelers, ranging from statement credits to status upgrades to lounge benefits, resulting in one of the best collect… [+11679 chars]",Panama,,en
1000504,2023-10-02 12:00:12.000000,/FILM,staff@slashfilm.com (Jacob Hall),"Saw X Producers Confirm That Yes, They Read All Of Your Internet Comments And Complaints [Exclusive Interview]","The longtime producers of the Saw franchise on listening to the fans, their favorite traps, and the majesty of Tobin Bell.",https://www.slashfilm.com/1407905/saw-x-producers-interview/,https://www.slashfilm.com/img/gallery/saw-x-confirm-that-yes-one-certain-character-was-deliberately-left-alive-exclusive-interview/l-intro-1696008056.jpg,"I do love how the first seven movies really lean into that low-budget aesthetic. The grimy, soundstage look of those early movies became something unique, its own visual look. The new films, ""Jigsaw,… [+3838 chars]",Mexico,,en
1000505,2023-10-02 12:00:14.000000,The Cut,By Akili King,The Beauty Products the Well’s Sarrah Hallock Uses to the Last Drop,"At the Cut, we chat all day long about the products we love — the ones so good they’ll make you hit that little “auto-refill” box at checkout. So we started asking our favorite beauty pros to share their selections. Here, Sarrah Hallock shares hers.",http://www.thecut.com/article/sarrah-hallock-skin-care-routine-best-beauty-products.html,https://pyxis.nymag.com/v1/imgs/f74/e5b/32b896b2608f59fbf612bca28816eaa707-auto-refill.1x.rsocial.w1200.jpg,"If youre looking for a place in New York City to relax, allow the Well to be your new oasis. The space which was co-founded by Sarah Hallock, Rebecca Parekh, and Kane Sarhan is sure to calm your mind… [+6161 chars]",Meditation,,en
1000506,2023-10-02 12:00:40.000000,Econlib.org,,Henderson on The Chile Project,"One economist who was a teenager in Chile during the Allende years was Sebastian Edwards, now an economics professor at the University of California at Los Angeles. Edwards has written a book that has been badly needed: a fairly objective analysis of the econ…",https://www.econlib.org/henderson-on-the-chile-project/,https://www.econlib.org/wp-content/uploads/2023/10/9780691208626.jpg.webp,"Friedmans visit led to a lot of controversy, a controversy that was heightened by the announcement of his Nobel Prize in October 1976. A number of previous Nobel prize winners, although none of them … [+995 chars]",Chile,,en
1000507,2023-10-02 12:00:41.000000,Adafruit.com,Kelly,The Arcade Puzzle Box,Neat build + write-up from reachandteach up on Instructables.Use Microsoft’s MakeCode Arcade running on an Adafruit PyBadge to create the ultimate configurable and programmable lock box! I call this an Asobimasu Box which literally translates from Japanese to…,https://blog.adafruit.com/2023/10/02/the-arcade-puzzle-box/,https://cdn-blog.adafruit.com/uploads/2023/09/the-arcade-puzzle-box.jpg,"Adafruit publishes a wide range of writing and video content, including interviews and reporting on the maker market and the wider technology world. Our standards page is intended as a guide to best … [+2676 chars]",Coding,,en
1000508,2023-10-02 12:00:51.000000,ABC News (AU),ABC News,"'Happy news' as endangered Sumatran rhino, the smallest and hairiest species, is born in Indonesia",Indonesia's government says the rare Sumatran rhinoceros was born last week and stood up 45 minutes after her birth.,https://www.abc.net.au/news/2023-10-02/sumatran-rhinoceros-endangered-smallest-hairest-born-indonesia/102926720,https://live-production.wcms.abc-cdn.net.au/fb9125e87f066c66c1d97f28cab58d29?impolicy=wcms_crop_resize&cropH=2813&cropW=5000&xPos=0&yPos=260&width=862&height=485,"An endangered Sumatran rhinoceros, the smallest and hairiest of the five extant rhino species, was born in Indonesia last week in a conservation area, the country's government said on Monday.
<ul><l… [+1556 chars]",Indonesia,,en
1000509,2023-10-02 12:00:52.000000,Geeksaresexy.net,Geeks are Sexy,The Human Pet Emporium [Short Sci-Fi Story],"Word had quickly spread of the humans’ aptitude for domesticating animals, and many of the sentient species of the galaxy were impressed and entertained by the idea. Working animals played a role in almost all developing planets, but no planet could hold a ca…",https://www.geeksaresexy.net/2023/10/02/the-human-pet-emporium-short-sci-fi-story/,https://gas-1b43b.kxcdn.com/wp-content/uploads/2023/09/pet.jpg,"Word had quickly spread of the humans aptitude for domesticating animals, and many of the sentient species of the galaxy were impressed and entertained by the idea. Working animals played a role in a… [+4499 chars]",Pets,,en
1000510,2023-10-02 12:00:57.000000,Los Angeles Times,Eric Sondheimer,Loyola water polo player Chris Petrossian makes impact helping students in Armenia,"Chris Petrossian of Loyola High founded Buddies Across Borders to tutor students in Armenia, where his efforts are making an impact.",https://www.latimes.com/sports/highschool/story/2023-10-02/loyola-water-polo-chris-petrossian-helping-students-in-armenia,https://ca-times.brightspotcdn.com/dims4/default/19697d9/2147483647/strip/true/crop/768x403+0+143/resize/1200x630!/quality/75/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2F2c%2Ff7%2F0adabc434e5b91f893d96a75bed9%2Fchris.jpeg,Junior water polo player Chris Petrossian of Loyola High spends a lot of time in the pool. Hes also a straight-A student of Armenian descent who came up an idea to help students in Armenia. He create… [+1237 chars],Armenia,,en
1000511,2023-10-02 12:02:01.000000,Forbes,"Nick Sargen, Contributor, 
 Nick Sargen, Contributor
 https://www.forbes.com/sites/nicksargen/",Germany The “Sick Man of Europe” What It Spells For The Euro,"While global investors are fixated on the prospects for the U.S. and China, they should not lose sight of the euro-zone where the economic outlook has shifted this year.",https://www.forbes.com/sites/nicksargen/2023/10/02/germany-the-sick-man-of-europe-what-it-spells-for-the-euro/,https://imageio.forbes.com/specials-images/imageserve/65157b0fb1485916704deb34/0x0.jpg?format=jpg&width=1200,"Money bag and Euro coins, isolated on white background
getty
While global investors are fixated on the prospects for the U.S. and China, they should not lose sight of the euro-zone where the econom… [+5716 chars]",Germany,,en
1000512,2023-10-02 12:02:02.000000,Marketscreener.com,GlobeNewswire,"Tingo Group Announces Appointments of Group Chief Financial Officer, Independent Director & Strategic Growth Committee Chairman and Chief Audit Executive","(marketscreener.com) MONTVALE, N.J., Oct. 02, 2023 -- Tingo Group, Inc. , a profitable and fast growing fintech, agri-fintech, and food company, today announced a further significant strengthening of its Board of Directors and Executive Team through the appoi…",https://www.marketscreener.com/quote/stock/TINGO-GROUP-INC-47381980/news/Tingo-Group-Announces-Appointments-of-Group-Chief-Financial-Officer-Independent-Director-Strategi-44963887/,https://www.marketscreener.com/images/twitter_MS_fdblanc.png,"MONTVALE, N.J., Oct. 02, 2023 (GLOBE NEWSWIRE) -- Tingo Group, Inc. (NASDAQ: TIO) (Tingo or the Company), a profitable and fast growing fintech, agri-fintech, and food company, today announced a furt… [+10885 chars]",South Sudan,"MONTVALE, N.J., Oct.  02, 2023  (GLOBE NEWSWIRE) -- Tingo Group, Inc. (NASDAQ: TIO) (“Tingo” or the “Company”), a profitable and fast growing fintech, agri-fintech, and food company, today announced a further significant strengthening of its Board of Directors and Executive Team through the appointments of Amir Ayalon as the Group’s Chief Financial Officer, C. Derek Campbell as a Group Independent Director and Chairman of the Company’s new Strategic Growth Committee, and Gabriel David as Chief Audit Executive. All three appointments, which are effective immediately, bring a wealth of financial, strategic and leadership expertise and experience to the Company. Having qualified as a Certified Public Accountant with Ernst & Young at the start of his career, Mr. Ayalon’s experience as an accomplished CEO and Executive at numerous public and private growth companies in the technology and food manufacturing sectors, as an investment banker with UBS and Bank of America, and as Chief Executive Officer of one of Israel’s largest hedge funds, makes him uniquely qualified for the position of Group CFO, and to work with the Company’s Co-CEOs and management team to execute its growth plans and maximize the group’s potential. Mr. Ayalon is a highly accomplished senior executive with over 20 years of cross-industrial involvement in global financial advisory and investment, as well as operational management roles within corporates, hedge funds and investment banks. Mr. Ayalon’s operational experience spans a variety of industries including fintech, financial services, software and food manufacturing, which are complementary to the Company’s business. Until earlier this year, Mr. Ayalon served as CEO of Celsius Mining, where he was instrumental in rapidly building and scaling the business to a multi-billion-dollar valuation and preparing the company for its planned IPO in mid-2022. Prior to joining Celsius Mining, Mr. Ayalon served in multiple roles including as CEO of a private capital raising and M&A advisory firm, as well as CEO of two venture stage technology companies. From 2011 to 2015, Mr. Ayalon was the CEO of Sphera Funds Management, one of Israel’s largest hedge funds with offices in Tel Aviv and New York City, prior to which he worked as an M&A banker with UBS and Bank of America, was head of M&A at Nasdaq listed company, Amdocs, and head of corporate development at Tel Aviv Stock Exchange listed company, Strauss Group. Mr. Ayalon also served on the board of Fruitura Bioscience Ltd., an emerging nutraceutical and food manufacturing company from 2011 to 2015 and holds a Bachelor of Arts degree in Accounting & Economics from Tel Aviv University and a Master of Business Administration from Duke University. The appointment of C. Derek Campbell as a Group Independent Director and Chairman of the new Strategic Growth Committee at Tingo represents a significant enhancement to our board. Mr. Campbell is an experienced senior executive leader and strategic advisor with business interests across the energy, natural resources, infrastructure, security, and defense sectors. He is the Group Managing Partner of LVC Global Holdings, LLC, an international asset acquisition, investment, and consulting platform that optimizes and monetizes opportunity ﬂow across the Emerging and Frontier Markets, with a particular focus on Africa. Mr. Campbell is also a Distinguished Fellow of the Global Federation of Competitiveness Councils, a former Principal Committee Member of U.S. EXIM Bank’s Sub-Saharan Africa Advisory Committee, and a former Advisory Board Member of the African Energy Chamber. He holds a Bachelor of Science Degree from the University of Maryland and a Master of Strategic Studies from the U.S. Army War College. Additionally, Mr. Campbell is a Colonel in the United States Marine Corps Reserves, having served with distinction in operational combat tours in Iraq, Afghanistan, and South Sudan. He also served in high-level staff tours as the U.S. Marine & Naval Attaché to Nigeria, the Chief of Military Plans for the U.N. Mission in South Sudan (UNMISS), and the U.S. Marine Corps Liaison Oﬃcer to the Defense Threat Reduction Agency (DTRA). The Company has also appointed Gabriel David as Chief Audit Executive. Mr. David has extensive experience as a financial compliance and internal audit leader with international public companies. Prior to joining Tingo, Mr. David was Regional Director of Financial Compliance at Orbia, a company providing specialty products and methodologies in the agriculture, building and infrastructure and data communications sectors. He was the Corporate Internal Auditor at Nasdaq listed Tower Semiconductor and Newport Corporation, where he was responsible for all internal audit staff and assignments; and also served with Ernst & Young in Israel and Australia for seven years, specializing in risk advisory, internal audit and SOX compliance. Mr. David is a Certified Fraud Examiner of the Association of Certified Fraud Examiners, Member of the Institute of Internal Auditors, and Member of the Institute of Chartered Accountants in Australia. Mr. David holds bachelor’s degrees in Commerce and Accounting & Information Systems from the University of New South Wales. Concurrent with the above three appointments, the Company’s current Group Chief Financial Officer, Kevin Chen, will move into the position of Asia Chief Financial Officer to oversee the finances of the Company’s businesses in China, Hong Kong and Singapore. John Scott, Chairman of Tingo Group, Inc.commented: “We welcome Amir, Derek and Gabriel to the Company and look forward to working with them in their respective roles. We are delighted to be in a position to benefit from the new appointees’ collective skillsets and extensive experience covering a broad spectrum of specialties, all of which should prove hugely valuable as we expand and develop our business further.” Dozy Mmobuosi, Interim Co-Chief Executive Officer of Tingo Group, Inc.commented: “Amir’s appointment, with his depth and breadth of experience in leading and growing public companies and overseeing their finances, as well as in investment banking and financial institutions, represents a significant strengthening of our executive team. This, alongside the appointment of Gabriel, will also further improve our internal audit function and develop and implement additional internal controls. In addition, Derek’s vast experience in Africa will provide valuable insight to the Board and help us expand our reach across the African Continent and improve the profile and status of our Company in the U.S. and global markets.” Ken Denos, Interim Co-Chief Executive Officer of Tingo Group, Inc.commented: “Amir Ayalon and Gabriel David join us at a critically important time as we continue to strengthen our internal infrastructure, financial management, internal controls and financial reporting to position the Company for further growth and development. C. Derek Campbell’s appointment is equally important, bearing in mind his extensive U.S. and Africa diplomatic and strategic experience, as we seek to improve the market’s awareness of the Company and our vision.” About Tingo Group Tingo Group, Inc. (Nasdaq: TIO) is a global Fintech and Agri-Fintech group of companies with operations in Africa, Southeast Asia and the Middle East. Tingo Group’s wholly owned subsidiary, Tingo Mobile, is a leading Agri-Fintech company operating in Africa, with a comprehensive portfolio of innovative products, including a ‘device as a service’ smartphone and a value-added service platform. As part of its globalization strategy, Tingo Mobile has recently begun to expand internationally and entered into trade partnerships that are contracted to increase the number of subscribed farmers from 9.3 million in 2022 to more than 32 million, providing them with access to services including, among others, the Nwassa ‘seed-to-sale’ marketplace platform, insurance, micro-finance, and mobile phone and data top-up. Tingo Group’s other Tingo business verticals include: TingoPay, a SuperApp in partnership with Visa, offering a wide range of B2C and B2B services including payment services, an e-wallet, foreign exchange and merchant services; Tingo Foods, a food processing business that processes raw foods into finished products such as rice, groundnut oil, nut products, wheat, millet and maize; and Tingo DMCC, a commodity trading platform and agricultural commodities export business based out of the Dubai Multi Commodities Center. In addition to its Tingo business verticals, Tingo Group also holds and operates an insurance brokerage platform business in China; and Magpie Securities, a regulated finance services Fintech business operating out of Hong Kong and Singapore. For more information visittingogroup.com. Disclaimer The information in this news release includes certain information and statements about management and the Company’s board of director’s view of future events, expectations, plans and prospects that constitute forward looking statements. These statements are based upon assumptions that are subject to significant risks and uncertainties. Because of these risks and uncertainties and as a result of a variety of factors, the actual results, expectations, achievements or performance may differ materially from those anticipated and indicated by these forward-looking statements. Any number of factors could cause actual results to differ materially from these forward-looking statements as well as future results. Although the Company believes that the expectations reflected in forward looking statements are reasonable, it can give no assurance that the expectations of any forward-looking statements will prove to be correct. These forward-looking statements involve a number of risks, uncertainties or other assumptions that may cause actual results or performance to be materially different from those expressed or implied by these forward-looking statements. These risks and uncertainties include, but are not limited to, those discussed and identified in public filings made with the SEC by the Company and: (i) the results of the independent review; (ii) the risk of restatement of the Company’s previously reported financial statements or the identification of one or more material weaknesses in internal control over financial reporting; (iii) costs relating to the independent review, which are likely to be material; (iv) the outcome of any legal proceedings that may be instituted against the Company, including as may result from the independent review and (v) the ability to meet stock exchange continued listing standards. Except as required by law, the Company disclaims any intention and assumes no obligation to update or revise any forward-looking statements to reflect actual results, whether as a result of new information, future events, changes in assumptions, changes in factors affecting such forward-looking statements or otherwise. Investor Relations Contact949-491-8235TIO@mzgroup.uswww.mzgroup.us ",en
1000513,2023-10-02 12:03:02.000000,The Times of India,Reuters,Zimbabwe searches for mine survivors as relatives lose hope,"Authorities in Zimbabwe are continuing their search for survivors after a disused gold mine collapsed, trapping miners underground. Accidents in abandoned mines are common in the country, as artisanal miners ignore safety regulations. The incident occurred in…",https://timesofindia.indiatimes.com/world/rest-of-world/zimbabwe-searches-for-mine-survivors-as-relatives-lose-hope/articleshow/104108774.cms,"https://static.toiimg.com/thumb/msid-104109013,width-1070,height-580,imgsize-1030914,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",15 Indian states and their traditional weaves and fabrics,Zimbabwe,"CHEGUTU: Zimbabwean authorities were still searching on Monday for survivors trapped underground when a disused gold mine collapsed last week, as some relatives started to lose hope their loved ones could be saved. Accidents in disused mines are common in Zimbabwe, where artisanal or small-scale miners defy authorities by mining in old shafts that are prone to collapse. The latest incident happened in Chegutu, some 100 km (62 miles) west of the capital Harare on Friday. Vice-president Constantino Chiwenga told the local Sunday Mail newspaper 13 had died in the collapse at the site which had not been properly sealed off. Deputy mines minister Polite Kambamura could not say how many people were still trapped underground after the 700 meter-deep mine collapsed. ""The problem is that there was no proper register to ascertain how many people entered,"" Kambamura said. ""We are sending another team to assess the situation. We want to account for everyone."" State broadcaster ZBC on Friday reported that 34 miners were trapped underground out of which 13 had managed to escape. Dozens of distraught family members waited in tents, hoping for news of relatives.  ""The most painful thing for me is not knowing if my son is dead or alive...I can't take it anymore knowing that he is down there,"" said a weeping Memory Gohwe, whose son remain trapped. Some worried relatives already feared the worst. ""To be honest we have lost any hope of getting any survivors,"" said Omega Jonera, nine of whose family members were trapped underground.",en
1000514,2023-10-02 12:04:59.000000,Business Insider,Marianne Guenot,Panama Canal slashes the number of ships allowed through — drought means there isn't enough water in the channel,The Panama Canal restricted the number of boats that can cross a day after an unseasonably dry year. The figure is now 31 instead of its usual 38.,https://www.businessinsider.com/panama-canal-drops-number-ships-allowed-drought-backlog-2023-10,https://i.insider.com/651a8a9f5e3a3c00199a2c4a?width=1200&format=jpeg,"A container ship making its way through the Panama Canal in April 2023, before the drought lowered the water level..Reuters/ARIS MARTINEZ
<ul>
<li>The Panama Canal Authority has further restricted t… [+2454 chars]",Panama,"ThePanama Canal Authorityfurther reduced the number of boats that can transit through the strategic waterway, which has been hit by an intense drought. Only31 shipswill be allowed through the canal per day from November 1, down from circa36 to 38 dailyship crossings during normal operations. The announcement was a further cut from the earlier figure of 32, imposed in August. That restriction caused abacklogof hundreds of vessels waiting to cross the canal. Ships that usually crossed the canal in two-and-a-half days had to wait more than nine to make the journey, Insider previously reported. The situation has become so dire that some shipping firms have paid millions of dollars to buy an earlier place in line. The CEO of the gas-shipping company Avance Gas said during the company's second-quarter earnings call in September that it had put up$2.4 millionto win an auction held by the canal authorities to cut the line. The canal authority reported thattraffic had returned to normalby early September. As of October 2, there were about95 boatswaiting to cross the canal, However, analysts at Project44, a supply chain platform, previously told Insider the upcoming holiday season could add further strain on the popular shipping route. Unlikethe Suez Canal, which relies on seawater, the Panama Canal uses freshwater from an artificial lake to supply its waterway. But after an unusually dry year, the watershed of rivers and brooks that usually feed into the lake has been particularly meager, leaving Lake Gatun with about 80 feet of water. It would usually have about 87. Because of this, the canal authority has had to ration the transit through the Panama Canal locks,per the AP. Ricaurte Vásquez Morales, the administrator of the canal, previously predicted the canal's income could fall by as much as $200 million next year because of the reduced traffic. He told French international news outlet France 24 that the El Niño climate pattern could worsen the situation further. ""We have to find other solutions to remain a relevant route for international trade. If we don't adapt, we are going to die,"" Vásquez told France24.",en
1000515,2023-10-02 12:05:01.000000,Marketscreener.com,Newsfilecorp,Atlas Lithium Expands Lithium Exploration Expertise with Appointment of Chief Geologist James Abson,"(marketscreener.com) Atlas Lithium Corporation , a leading mineral exploration and development company, is pleased to announce that it has hired James Abson as Chief Geology Officer. This appointment significantly enhances the Company's technical team with th…",https://www.marketscreener.com/quote/stock/ATLAS-LITHIUM-CORPORATION-120795033/news/Atlas-Lithium-Expands-Lithium-Exploration-Expertise-with-Appointment-of-Chief-Geologist-James-Abson-44963918/,https://www.marketscreener.com/images/twitter_MS_fdnoir.png,"Boca Raton, Florida--(Newsfile Corp. - October 2, 2023) - Atlas Lithium Corporation (NASDAQ: ATLX) (""Atlas Lithium"" or ""Company""), a leading mineral exploration and development company, is pleased to… [+5470 chars]","Congo, The Democratic Republic of the","Boca Raton, Florida--(Newsfile Corp. - October 2, 2023) -Atlas Lithium Corporation(NASDAQ: ATLX) (""Atlas Lithium"" or ""Company""), a leading mineral exploration and development company, is pleased to announce that it has hired James Abson as Chief Geology Officer. This appointment significantly enhances the Company's technical team with the addition of an accomplished geologist who brings extensive experience in lithium geology. With over 29 years of diverse experience in mining and mineral exploration, Mr. Abson carries a wealth of knowledge gained from various key positions - from Vice President of Exploration to Managing Director at several publicly-traded companies. In particular, he has been involved in both the geological exploration as well as the overall technical and financial assessment of various hard-rock lithium projects globally, including the Arcadia lithium project in Zimbabwe which was sold in April 2022 for a value in excess of US$530 million. More recently, Mr. Abson was Chief Geologist and Exploration Manager for the Bikita Minerals mine, the largest lithium mine in Zimbabwe, where his primary responsibility was hard-rock resource exploration (including spodumene, lepidolite, petalite, pollucite, and tantalum) and in-pit reserve expansion. Additionally, he has conducted site visits and assessments of lithium projects across several countries, including Zimbabwe, South Africa, Namibia, Kenya, Democratic Republic of Congo, Afghanistan, Brazil, and Canada. Mr. Abson's extensive experience visiting and analyzing lithium projects around the world provides him with a global understanding of the lithium industry. At Atlas Lithium, Mr. Abson will leverage his extensive expertise to guide and enhance the Company's exploration program not only at its 100%-owned Neves Project, which is being developed for spodumene mining and production of lithium concentrate, but also across the Company's large holdings of other lithium mineral rights in Brazil. Nick Rowley, Atlas Lithium's Vice President of Business Development, commented, ""I have worked with James Abson for a number of years and hold tremendous respect for his expertise in lithium-bearing pegmatites. With Atlas Lithium's expansive mineral rights holdings, his addition to lead our exploration efforts will be invaluable as we work to uncover the full lithium potential across our properties."" ""I am thrilled to join Atlas Lithium and grow its lithium exploration program in Brazil,"" said James Abson, newly appointed Chief Geology Officer of Atlas Lithium. ""The Company has a skilled geology team, and I look forward to contributing my experience to maximizing the potential of its lithium assets."" About Atlas Lithium CorporationAtlas Lithium Corporation(NASDAQ: ATLX) is focused on advancing and developing its 100%-owned hard-rock lithium project in Brazil's Lithium Valley, a well-known lithium district in the state of Minas Gerais. In addition, Atlas Lithium has 100% ownership of mineral rights for other battery and critical metals including nickel, rare earths, titanium, and graphite. The Company also owns equity stakes in Apollo Resources Corp. (private company; iron) and Jupiter Gold Corp. (OTCQB: JUPGF) (gold and quartzite). Safe Harbor StatementThis press release contains forward-looking statements within the meaning of Section 27A of the Securities Act of 1933 and Section 21E of the Securities Exchange Act of 1934. Forward-looking statements are based upon the current plans, estimates and projections of Atlas Lithium and its subsidiaries and are subject to inherent risks and uncertainties which could cause actual results to differ from the forward-looking statements. Such statements include, among others, those concerning market and industry segment growth and demand and acceptance of new and existing products; any projections of production, reserves, sales, earnings, revenue, margins or other financial items; any statements of the plans, strategies and objectives of management for future operations; any statements regarding future economic conditions or performance; uncertainties related to conducting business in Brazil, as well as all assumptions, expectations, predictions, intentions or beliefs about future events. Therefore, you should not place undue reliance on these forward-looking statements. The following factors, among others, could cause actual results to differ from those set forth in the forward-looking statements: results from ongoing geotechnical analysis of projects; business conditions in Brazil; general economic conditions, geopolitical events, and regulatory changes; availability of capital; Atlas Lithium's ability to maintain its competitive position; manipulative attempts by short sellers to drive down our stock price; and dependence on key management. Additional risks related to the Company and its subsidiaries are more fully discussed in the section entitled ""Risk Factors"" in the Company's Annual Report on Form 10-Q filed with the SEC on August 14, 2023. Please also refer to the Company's other filings with the SEC, all of which are available atwww.sec.gov. In addition, any forward-looking statements represent the Company's views only as of today and should not be relied upon as representing its views as of any subsequent date. The Company explicitly disclaims any obligation to update any forward-looking statements. Investor Relations:Michael Kim or Brooks HamiltonMZ Group - MZ North America+1 (949) 546-6326ATLX@mzgroup.ushttps://www.atlas-lithium.com/@Atlas_Lithium  To view the source version of this press release, please visithttps://www.newsfilecorp.com/release/182555 ",en
1000516,2023-10-02 12:05:35.000000,Canonrumors.com,Canon Rumors,Save big on select Luminar Neo subscription and lifetime plans,"Skylum is having a 48 hour flash sale on Luminar Neo, their highly-popular AI editing software package. You can save about 60% on both 2-year subscriptions and lifetime licenses. About Luminar Neo Luminar Neo is easy-to-use photo editing software that empower…",https://www.canonrumors.com/save-big-on-select-luminar-neo-subscription-and-lifetime-plans/,https://www.canonrumors.com/wp-content/uploads/2023/10/luminarneoheader.jpg,"Skylum is having a 48 hour flash sale on Luminar Neo, their highly-popular AI editing software package. You can save about 60% on both 2-year subscriptions and lifetime licenses. Luminar Neo is easy-… [+477 chars]",Beauty,,en
1000517,2023-10-02 12:06:02.000000,News24,sport,Sport | Rassie gamble on Pollard pays off after 'rollercoaster',Rassie Erasmus' gamble on drafting in experienced World Cup winner Handre Pollard as a replacement for injured hooker Malcolm Marx looks set to reap dividends as the flyhalf gave a controlled display in South Africa's victory over Tonga.,https://www.news24.com/sport/rugby/worldcup/rassie-gamble-on-pollard-pays-off-after-rollercoaster-20231002,https://cdn.24.co.za/files/Cms/General/d/3991/6f05404d90754c5fbab5f4f587727525.jpg,<ul><li>Springbok flyhalf Handre Pollard made his return to the Test stage with ease against Tonga on Sunday. </li><li>The Boks won 49-18 to take a giant step towards quarter-final qualification. </l… [+3809 chars],Tonga,,en
